subject	activity	timeBodyAccMean-X	timeBodyAccMean-Y	timeBodyAccMean-Z	timeBodyAccStd-X	timeBodyAccStd-Y	timeBodyAccStd-Z	timeGravityAccMean-X	timeGravityAccMean-Y	timeGravityAccMean-Z	timeGravityAccStd-X	timeGravityAccStd-Y	timeGravityAccStd-Z	timeBodyAccJerkMean-X	timeBodyAccJerkMean-Y	timeBodyAccJerkMean-Z	timeBodyAccJerkStd-X	timeBodyAccJerkStd-Y	timeBodyAccJerkStd-Z	timeBodyGyroMean-X	timeBodyGyroMean-Y	timeBodyGyroMean-Z	timeBodyGyroStd-X	timeBodyGyroStd-Y	timeBodyGyroStd-Z	timeBodyGyroJerkMean-X	timeBodyGyroJerkMean-Y	timeBodyGyroJerkMean-Z	timeBodyGyroJerkStd-X	timeBodyGyroJerkStd-Y	timeBodyGyroJerkStd-Z	timeBodyAccMagMean	timeBodyAccMagStd	timeGravityAccMagMean	timeGravityAccMagStd	timeBodyAccJerkMagMean	timeBodyAccJerkMagStd	timeBodyGyroMagMean	timeBodyGyroMagStd	timeBodyGyroJerkMagMean	timeBodyGyroJerkMagStd	frequenceBodyAccMean-X	frequenceBodyAccMean-Y	frequenceBodyAccMean-Z	frequenceBodyAccStd-X	frequenceBodyAccStd-Y	frequenceBodyAccStd-Z	frequenceBodyAccMeanFreq-X	frequenceBodyAccMeanFreq-Y	frequenceBodyAccMeanFreq-Z	frequenceBodyAccJerkMean-X	frequenceBodyAccJerkMean-Y	frequenceBodyAccJerkMean-Z	frequenceBodyAccJerkStd-X	frequenceBodyAccJerkStd-Y	frequenceBodyAccJerkStd-Z	frequenceBodyAccJerkMeanFreq-X	frequenceBodyAccJerkMeanFreq-Y	frequenceBodyAccJerkMeanFreq-Z	frequenceBodyGyroMean-X	frequenceBodyGyroMean-Y	frequenceBodyGyroMean-Z	frequenceBodyGyroStd-X	frequenceBodyGyroStd-Y	frequenceBodyGyroStd-Z	frequenceBodyGyroMeanFreq-X	frequenceBodyGyroMeanFreq-Y	frequenceBodyGyroMeanFreq-Z	frequenceBodyAccMagMean	frequenceBodyAccMagStd	frequenceBodyAccMagMeanFreq	frequenceBodyBodyAccJerkMagMean	frequenceBodyBodyAccJerkMagStd	frequenceBodyBodyAccJerkMagMeanFreq	frequenceBodyBodyGyroMagMean	frequenceBodyBodyGyroMagStd	frequenceBodyBodyGyroMagMeanFreq	frequenceBodyBodyGyroJerkMagMean	frequenceBodyBodyGyroJerkMagStd	frequenceBodyBodyGyroJerkMagMeanFreq	
30	5	LAYING	0.2783343	-0.018304212	-0.1079376	-0.96593451	-0.969295613	-0.96856252	-0.4834706	0.954890346	0.263644692	-0.9456953	-0.9859641	-0.9770766	0.08481648	7.47E-03	-3.04E-03	-0.983307862	-0.964560431	-0.98541937	-0.021893501	-0.07987096	0.159894367	-0.9794987	-0.977427371	-0.96058378	-0.10211413	-0.04044469	-0.070830969	-0.98342226	-0.98375948	-0.989679592	-0.966777883	-0.95861279	-0.966777883	-0.95861279	-0.98014125	-0.97747715	-0.946938301	-0.95828792	-0.98641942	-0.98377138	-0.96874168	-0.965419521	-0.97700772	-0.964953894	-0.972909187	-0.96588219	-1.36E-01	0.466528232	0.132310871	-0.982689657	-0.965328566	-0.98325031	-0.98562527	-0.96624258	-0.986135599	0.23991516	1.96E-01	0.091693879	-0.97579749	-0.97824965	-0.96320295	-0.9807058	-0.9772578	-0.96330574	-0.022723586	0.068124848	0.041360028	-0.962234984	-0.962525369	0.292032095	-0.97735638	-0.97638193	0.197005002	-0.968257069	-0.95926306	0.102441766	-0.98461803	-0.98343449	0.024736711
31	6	WALKING	0.2836589	-0.016895419	-0.11030317	-0.296538717	0.164213885	-0.50432421	0.9580675	-0.214694852	0.033188883	-0.9777799	-0.9642486	-0.957205	0.06995859	-1.65E-02	-7.39E-03	-0.132784767	0.008088974	-0.57577747	-0.025509619	-0.074446247	0.08388088	-0.446021	-0.331702268	-0.38313933	-0.08788911	-0.0362309	-0.053959728	-0.18260093	-0.41639025	-0.166684422	-0.166840714	-0.26673417	-0.166840714	-0.26673417	-0.19511703	-0.07060296	-0.281207841	-0.36560292	-0.32129048	-0.36470834	-0.18793432	0.140781622	-0.49852016	-0.34522769	0.101699642	-0.55047462	-1.97E-01	0.022073419	0.185107042	-0.150942918	-0.075374232	-0.54143862	-0.192694694	0.031445068	-0.608624354	-0.17829518	-4.66E-01	-0.104129449	-0.23965071	-0.34137843	-0.20357546	-0.5153239	-0.33200871	-0.51220923	0.091240973	0.041626754	0.30287495	-0.201386608	-0.421683094	0.200090364	-0.055401423	-0.09649997	-0.009228847	-0.329681123	-0.51064832	0.293109614	-0.36650053	-0.40807891	0.100924732
32	6	WALKING_UPSTAIRS	0.2682294	-0.027242539	-0.12208244	-0.050135019	0.189276117	-0.35351951	0.9136322	-0.340732609	-0.018460896	-0.9593994	-0.9129007	-0.9061964	0.07210675	3.71E-03	-2.38E-03	-0.180301156	-0.041399465	-0.56083069	-0.076740683	-0.051898199	0.066423403	-0.3219737	-0.315799902	-0.18390018	-0.06520245	-0.04577054	-0.057680005	-0.18676329	-0.48649412	-0.170814791	0.017779097	-0.07915088	0.017779097	-0.07915088	-0.2073798	-0.16997036	-0.129121244	-0.19989371	-0.34289537	-0.44007985	-0.13107537	0.09780351	-0.4272481	-0.021133563	0.159123777	-0.36587418	-4.45E-01	-0.094883003	-0.066786791	-0.24481277	-0.122991594	-0.54931462	-0.186815074	-0.016981141	-0.571673957	-0.44195912	-5.01E-01	-0.401683802	-0.11506501	-0.32965378	-0.04641421	-0.3902481	-0.31361857	-0.30999809	-0.055914015	-0.129471191	0.010292767	-0.08194794	-0.222161434	-0.014015435	-0.169868235	-0.17773484	-0.061237841	-0.230627015	-0.31817389	0.014480732	-0.45923633	-0.45593772	0.028505384
33	6	WALKING_DOWNSTAIRS	0.2770453	-0.01953684	-0.10720936	0.38368164	0.360164959	-0.32020423	0.9285315	-0.214046334	-0.003079817	-0.9544063	-0.9335776	-0.9343788	0.10368134	9.88E-03	-9.32E-03	0.165271071	0.27654403	-0.33681732	-0.096083744	-0.034178221	0.08700126	-0.1983039	-0.18922957	-0.09407979	-0.02564522	-0.07680899	-0.037222865	0.0393388	-0.19350841	0.193206499	0.333754732	0.37361191	0.333754732	0.37361191	0.10384507	0.20950217	0.014267782	-0.04262768	-0.08293669	-0.11122842	0.32830851	0.339771174	-0.27760259	0.403369767	0.283247838	-0.40601431	-4.12E-01	0.021911178	0.306253166	0.136554991	0.137202452	-0.28308621	0.08865151	0.341242393	-0.389057047	-0.31575769	-4.84E-01	-0.034825425	0.06337161	-0.13032747	0.15284525	-0.2867249	-0.23547098	-0.27566726	0.001504466	0.151125875	0.302963643	0.395958035	0.144622757	0.106479482	0.243834259	0.15480886	-0.001606595	-0.014373543	-0.24235386	0.230693029	-0.13270538	-0.14573355	0.036946297
34	6	SITTING	0.2767785	-0.014591162	-0.11012773	-0.980164934	-0.923682131	-0.9257971	0.9336929	0.068262866	0.069521966	-0.9888724	-0.960876	-0.9554758	0.07547216	2.56E-06	6.24E-03	-0.969929476	-0.945143686	-0.95857295	-0.037244228	-0.08990833	0.085434601	-0.9573677	-0.944130045	-0.93968135	-0.09366935	-0.03339867	-0.046550431	-0.9437148	-0.96178073	-0.958787671	-0.949543531	-0.93157266	-0.949543531	-0.93157266	-0.9627335	-0.94818183	-0.932703812	-0.92125947	-0.96292923	-0.95015057	-0.97535145	-0.928264365	-0.93579812	-0.982451285	-0.925676956	-0.92576848	3.05E-03	0.12338183	0.08184553	-0.97103748	-0.947070821	-0.95419979	-0.971488767	-0.946880042	-0.961636555	0.09994006	-1.51E-01	-0.091348467	-0.9396714	-0.94385739	-0.9347649	-0.963407	-0.94490147	-0.9473268	0.139409517	-0.129239218	0.043810363	-0.935750391	-0.939547203	0.128902046	-0.948348654	-0.9473047	0.17184452	-0.929725679	-0.92954914	0.046173584	-0.95203457	-0.95119669	0.121846502
35	6	STANDING	0.2803462	-0.018123633	-0.11217283	-0.98175816	-0.921493192	-0.92569237	0.945139	-0.230251036	0.013919347	-0.9855831	-0.9684491	-0.9427951	0.07306996	8.72E-03	-4.82E-03	-0.973132636	-0.949362277	-0.96754724	-0.028251913	-0.058982364	0.076739475	-0.9475613	-0.942486586	-0.94778216	-0.10329253	-0.04288283	-0.050643219	-0.94642359	-0.96242216	-0.962758177	-0.945022877	-0.93931025	-0.945022877	-0.93931025	-0.96710244	-0.95609915	-0.939404744	-0.91589157	-0.96340622	-0.95253623	-0.97710029	-0.930336472	-0.94286402	-0.984067374	-0.921449111	-0.92206722	6.65E-02	-0.086631998	0.020881508	-0.973480539	-0.951405465	-0.96374352	-0.975235678	-0.95068145	-0.969895846	0.18655923	-2.51E-01	-0.071533989	-0.93161238	-0.94327315	-0.9432396	-0.9528174	-0.94253917	-0.9544557	-0.114716166	-0.195978463	-0.077874719	-0.945949804	-0.944564108	0.037354219	-0.955914005	-0.95538158	0.190943682	-0.926664297	-0.92310876	-0.07011969	-0.95542514	-0.9520885	0.027625266
36	6	LAYING	0.2486565	-0.010252917	-0.13311957	-0.934049422	-0.924644826	-0.9252161	-0.4767099	0.956593814	0.175867709	-0.8877463	-0.959162	-0.9281307	0.0963482	-1.15E-03	3.29E-03	-0.966341055	-0.933674494	-0.95964606	-0.007960503	-0.107218315	0.179102058	-0.9553782	-0.943634949	-0.93914188	-0.11126728	-0.04241043	-0.071777474	-0.93961161	-0.95862882	-0.959579072	-0.918878851	-0.89732625	-0.918878851	-0.89732625	-0.9547505	-0.95034193	-0.908980175	-0.9209145	-0.95564574	-0.953157	-0.93911425	-0.923706791	-0.93804491	-0.932462941	-0.92971122	-0.92400475	-2.20E-01	0.348418746	0.161457928	-0.967072437	-0.93604342	-0.95442584	-0.968619159	-0.935717453	-0.963567541	0.01147319	-2.22E-02	0.078468403	-0.93543977	-0.94177154	-0.93263661	-0.962165	-0.9453651	-0.94713677	0.102549066	0.02365678	0.044522554	-0.912351652	-0.90537398	0.144605087	-0.948655471	-0.95155266	0.182525078	-0.93015364	-0.92869489	0.119317523	-0.95369596	-0.95550465	0.163765319
37	7	WALKING	0.275593	-0.018653665	-0.11091223	-0.327243241	-0.077261856	0.15963128	0.9325665	-0.159097004	-0.160846924	-0.9798513	-0.9694042	-0.9521598	0.09014626	1.84E-02	-2.10E-02	-0.346026226	-0.054744895	-0.14948851	0.002288352	-0.083711372	0.06411046	-0.5033135	-0.231098305	-0.39601354	-0.1236542	-0.0447766	-0.049571309	-0.2116673	-0.17413641	-0.458302971	-0.097809044	-0.19855471	-0.097809044	-0.19855471	-0.1929489	-0.02755733	-0.305959351	-0.19828317	-0.30002278	-0.09534012	-0.34304841	-0.06415642	0.03858323	-0.322034908	-0.143721823	0.13331683	-3.14E-01	0.160434129	0.124630171	-0.383715798	-0.123192887	-0.10649037	-0.365314791	-0.043191746	-0.190751539	-0.28458651	-2.87E-01	-0.24483172	-0.3183951	-0.15196669	-0.36673362	-0.5636153	-0.29085938	-0.46327002	0.111912537	0.273141323	0.014356406	-0.15124365	-0.351706781	0.172997884	-0.03841873	-0.02213836	-0.012744637	-0.192909766	-0.34389491	0.300315718	-0.15533986	-0.08416638	0.00088034
38	7	WALKING_UPSTAIRS	0.2487069	-0.027563901	-0.14376969	-0.294872974	-0.326160023	-0.14566503	0.8187466	-0.240950944	-0.40359971	-0.9328231	-0.9397743	-0.8816759	0.07246499	-8.12E-04	-7.45E-05	-0.415153116	-0.519897596	-0.60780844	-0.138778108	-0.00247162	0.139217072	-0.3638532	-0.572996821	-0.34898005	-0.08566409	-0.04822191	-0.072451748	-0.61681266	-0.67124374	-0.682184176	-0.198074438	-0.33474461	-0.198074438	-0.33474461	-0.45869523	-0.47126571	-0.239099166	-0.41814485	-0.66196977	-0.67642807	-0.33619943	-0.381590523	-0.31746102	-0.279870086	-0.341025553	-0.12491227	-4.33E-01	-0.135079177	-0.273730521	-0.454647882	-0.53707567	-0.58176453	-0.426974026	-0.534191303	-0.631919609	-0.39118255	-4.25E-01	-0.627555474	-0.38388934	-0.56792027	-0.40815027	-0.368637	-0.57996461	-0.39306289	-0.329345937	-0.054117536	-0.346105575	-0.378618762	-0.415307107	-0.089227815	-0.454783248	-0.49744136	0.045863646	-0.533982946	-0.44499448	-0.165200897	-0.67332728	-0.70409097	0.047334927
39	7	WALKING_DOWNSTAIRS	0.2803071	-0.016633237	-0.09693831	0.06608156	-0.138179073	-0.06364024	0.9306236	-0.129871673	-0.154935539	-0.964876	-0.9526787	-0.9287565	0.09689262	-1.91E-02	-1.60E-02	0.028503393	-0.296279675	-0.34710776	-0.105409613	-0.049717461	0.116894769	-0.4077441	-0.292626136	-0.40105142	-0.05972735	-0.03819043	-0.078946934	-0.51073102	-0.29952021	-0.425200372	0.019879529	0.21454403	0.019879529	0.21454403	-0.17031962	0.09018363	-0.188740819	-0.2597516	-0.39922996	-0.29477868	0.04434283	-0.145302311	-0.13921622	0.07301108	-0.190187141	-0.10012149	-3.66E-01	-0.031473662	0.082442424	-0.030522669	-0.31623651	-0.2964949	-0.004262891	-0.32437856	-0.397774503	-0.33362729	-4.14E-01	-0.382024152	-0.33930147	-0.21444307	-0.29960027	-0.432731	-0.35171774	-0.49512005	-0.219867702	0.200566271	0.007637195	0.218911066	0.021444098	0.003802981	0.067389886	0.10785684	-0.03738444	-0.255045057	-0.39690965	0.235200927	-0.28909668	-0.3535447	0.081946366
40	7	SITTING	0.2846746	-0.014610976	-0.1224646	-0.972668375	-0.909454699	-0.85653294	0.9691478	0.006088466	0.064963625	-0.9570824	-0.9454363	-0.8686025	0.06685198	1.17E-02	1.62E-02	-0.982158098	-0.969458676	-0.97225647	-0.049637972	-0.033611965	0.025947666	-0.941871	-0.944124336	-0.93702121	-0.09381556	-0.03964449	-0.045456627	-0.97436905	-0.98102468	-0.980954665	-0.918432107	-0.88195762	-0.918432107	-0.88195762	-0.97655968	-0.97024327	-0.897870535	-0.89806331	-0.98166512	-0.97621443	-0.97269713	-0.931490634	-0.90467534	-0.972879966	-0.904629196	-0.84408305	-3.34E-02	0.014716671	-0.101766084	-0.982037244	-0.969423613	-0.9685035	-0.984026344	-0.97181498	-0.974699194	0.18013258	-8.15E-02	-0.085752758	-0.94363176	-0.95667806	-0.94741993	-0.9427264	-0.93824472	-0.93982602	-0.07163023	-0.308762329	-0.018773959	-0.908956776	-0.886915638	-0.011233011	-0.970954184	-0.96849487	0.181229725	-0.933081955	-0.89580498	-0.142830891	-0.97863499	-0.97496594	0.055363892
41	7	STANDING	0.2827235	-0.014574034	-0.09977783	-0.97930757	-0.923400922	-0.91706417	0.9587287	-0.117607049	-0.051657372	-0.9879175	-0.966163	-0.939161	0.07519151	6.95E-03	-1.08E-02	-0.976403545	-0.96581061	-0.97206005	-0.029158221	-0.077433644	0.0851045	-0.9452477	-0.949646947	-0.95163078	-0.09015397	-0.04127976	-0.054539002	-0.9659834	-0.97683776	-0.978166791	-0.942724659	-0.93359016	-0.942724659	-0.93359016	-0.97338131	-0.96856636	-0.943425565	-0.91843896	-0.97737708	-0.97210793	-0.97668183	-0.941883784	-0.93855052	-0.980541336	-0.919118753	-0.91235881	-7.97E-02	-0.159730059	0.00098894	-0.976323086	-0.967165093	-0.96822964	-0.978729083	-0.96685029	-0.974533711	0.09877485	-1.88E-01	-0.089160206	-0.93812164	-0.95754867	-0.95716506	-0.947892	-0.94581816	-0.95433941	-0.188057606	-0.298448698	-0.188116628	-0.94561145	-0.937287965	-0.028845177	-0.967417888	-0.96909216	0.25675944	-0.938704985	-0.91984814	-0.18718167	-0.97367117	-0.97189942	0.09547074
42	7	LAYING	0.2501767	-0.020441152	-0.10136104	-0.93651361	-0.926262669	-0.95297837	-0.5028143	0.393444278	0.907537823	-0.9142213	-0.9555435	-0.961909	0.0968904	2.51E-02	-1.32E-02	-0.980977756	-0.97309316	-0.97298306	-0.002826419	-0.133605695	0.15592003	-0.9601268	-0.945071935	-0.95529489	-0.10594424	-0.03588974	-0.067190179	-0.97383723	-0.97648373	-0.988871878	-0.936392024	-0.90703951	-0.936392024	-0.90703951	-0.98012724	-0.96731093	-0.915793635	-0.91866246	-0.98300883	-0.97120514	-0.95342425	-0.942193954	-0.95861164	-0.931120581	-0.922917902	-0.95338065	-6.36E-01	-0.043829267	0.237111987	-0.980393047	-0.972531649	-0.96952498	-0.983560175	-0.975886145	-0.975072995	0.02071592	-4.51E-02	0.094560585	-0.95368455	-0.95757021	-0.95690531	-0.9623483	-0.93972787	-0.95887641	-0.139745225	-0.453725645	0.014468287	-0.927976881	-0.910542463	-0.129091025	-0.968066259	-0.96535923	0.217605287	-0.941130719	-0.91889252	-0.265784491	-0.97411791	-0.96940304	0.104422953
43	8	WALKING	0.2746863	-0.018662887	-0.10725209	-0.173605736	0.380782053	-0.14208853	0.9135863	-0.217102195	-0.186267837	-0.9747521	-0.9567815	-0.9566401	0.07033935	-6.04E-03	-6.74E-04	-0.258688628	0.233987544	-0.3832006	0.023508823	-0.095791791	0.050965792	-0.1992097	-0.211997277	-0.07544478	-0.13588643	-0.03148809	-0.052268397	-0.24608275	-0.4280557	-0.388446972	0.051678628	-0.18040728	0.051678628	-0.18040728	-0.06683224	-0.18457105	-0.003102438	-0.2387467	-0.33912927	-0.50295726	-0.24738901	0.316982393	-0.23863459	-0.148386859	0.324844931	-0.15843734	-3.81E-01	0.003561638	0.111947205	-0.311198711	0.079683287	-0.36156326	-0.271448185	0.315883536	-0.404482509	-0.34589812	-4.19E-01	-0.247485399	-0.10206305	-0.25972969	-0.1329022	-0.234252	-0.19080572	-0.14297423	-0.176032066	-0.102881608	-0.218800754	-0.095217283	-0.360818979	0.204080888	-0.12383441	-0.27643613	0.176189876	-0.301241849	-0.32745958	0.089000574	-0.47302623	-0.58124019	0.294590007
44	8	WALKING_UPSTAIRS	0.2588802	-0.028241514	-0.11512212	-0.171712175	0.348768733	0.12118728	0.8603687	-0.291341492	-0.192306961	-0.9266733	-0.9310321	-0.8761689	0.08138168	1.41E-02	-6.75E-02	-0.186618895	-0.01235011	-0.44751818	0.192704476	-0.204205356	-0.072454603	-0.3674284	-0.066698086	0.33752648	-0.15544567	-0.02791958	-0.053409038	-0.40507069	-0.42467567	-0.430366659	0.121026629	-0.22720025	0.121026629	-0.22720025	-0.14149461	-0.22829636	0.166447991	-0.10932792	-0.40066401	-0.49397503	-0.16641107	0.2634314	-0.07294969	-0.17528499	0.30540146	0.13376619	-2.90E-01	-0.100254406	-0.191852656	-0.200277249	-0.025795259	-0.3866558	-0.247336618	-0.070082146	-0.508248317	-0.11598956	-3.44E-01	-0.368783012	-0.24026076	-0.11316214	0.16597419	-0.4099556	-0.04788025	0.26320288	-0.221044979	-0.184403755	-0.296234667	-0.130264519	-0.409282852	0.20707129	-0.131850568	-0.3792665	0.274549259	-0.229610953	-0.18332565	-0.128115003	-0.46327058	-0.57573329	0.251663318
45	8	WALKING_DOWNSTAIRS	0.2834841	-0.021105867	-0.10759814	0.024139347	0.343826273	0.13371704	0.9140235	-0.187610243	-0.141817935	-0.9457666	-0.9415809	-0.89719	0.11893809	-3.80E-02	-3.94E-02	0.250143725	0.288140719	-0.01351363	-0.121189626	-0.050076017	0.114143855	-0.2584309	0.024313121	-0.12956524	-0.03492835	-0.05349697	-0.08679033	-0.2678879	-0.07045265	-0.189604443	0.176599312	0.13133787	0.176599312	0.13133787	0.26262849	0.25340826	0.099342974	-0.04662919	-0.12618914	-0.15748487	0.1365902	0.38841278	0.15958976	-0.026046326	0.232184078	0.02149148	-2.01E-01	0.051155548	0.22307849	0.214841403	0.220639688	0.05860969	0.172658982	0.273943792	-0.084667419	-0.1709979	-3.38E-01	-0.180391339	-0.13074045	0.11609088	0.02774981	-0.3027351	-0.04613563	-0.26825341	-0.177172959	0.071679424	-0.005130402	0.301626757	-0.156141094	0.22914457	0.33152846	0.13473473	0.181422536	-0.00036273	-0.25559031	0.267675983	-0.12517959	-0.26298447	0.242843619
46	8	SITTING	0.2674915	-0.006725506	-0.10446105	-0.979026152	-0.927331997	-0.93955303	0.8324539	0.240095117	0.263895186	-0.966758	-0.9374623	-0.9354753	0.07867138	-6.58E-03	-1.07E-02	-0.985188754	-0.980784606	-0.98528581	-0.054739699	-0.095508924	0.071604881	-0.9845241	-0.971500697	-0.95962355	-0.09231503	-0.04026738	-0.044573224	-0.99326465	-0.98887628	-0.985241405	-0.952139704	-0.92994362	-0.952139704	-0.92994362	-0.98606151	-0.98066738	-0.932682243	-0.95300163	-0.99180743	-0.98675667	-0.98114291	-0.944219718	-0.95943628	-0.978256731	-0.923829969	-0.93388985	-1.64E-01	0.107278339	0.060048458	-0.984977271	-0.980221105	-0.98299531	-0.986913611	-0.983038783	-0.986185349	0.22782862	5.27E-02	0.008837681	-0.98220031	-0.97658989	-0.96179868	-0.9853393	-0.96892443	-0.96263225	0.116741557	-0.26113945	-0.043017656	-0.947981783	-0.93172124	0.121543001	-0.980932292	-0.97932021	0.306787561	-0.965806789	-0.95325116	-0.141126203	-0.9877306	-0.98614726	0.166638748
47	8	STANDING	0.279621	-0.014811307	-0.106115	-0.988815418	-0.938479429	-0.92606526	0.9576699	-0.090460349	-0.097939202	-0.9876902	-0.9589041	-0.9182939	0.0753739	8.15E-03	3.22E-03	-0.98919888	-0.976442141	-0.9826109	-0.021967198	-0.028011763	0.063688907	-0.9729904	-0.969421046	-0.97411832	-0.09775758	-0.04851907	-0.047848323	-0.98157309	-0.98550877	-0.989270901	-0.953762884	-0.93718719	-0.953762884	-0.93718719	-0.9849208	-0.97993224	-0.952848497	-0.95322479	-0.98758059	-0.98246033	-0.98821986	-0.9500491	-0.95036294	-0.98918375	-0.936231723	-0.91974496	2.31E-02	0.077184273	0.121181474	-0.989029239	-0.976177675	-0.97947719	-0.990414087	-0.97858173	-0.984465744	0.26729623	-5.98E-02	0.069283124	-0.96967744	-0.97259549	-0.97551228	-0.974201	-0.9680555	-0.97597646	-0.154243187	-0.197392513	0.022201108	-0.953746071	-0.938628186	0.110646846	-0.979745872	-0.97913544	0.308060634	-0.964564224	-0.95411983	-0.108780316	-0.98370923	-0.98183234	0.17917369
48	8	LAYING	0.2612543	-0.021228173	-0.10224537	-0.943041215	-0.93489116	-0.93249145	-0.40593	0.589922435	0.719831539	-0.9188732	-0.95799	-0.9418363	0.08783269	2.33E-02	-1.69E-02	-0.973253042	-0.976520952	-0.96608757	0.005353612	-0.089137414	0.138188307	-0.965204	-0.952039386	-0.96758975	-0.10644501	-0.03897352	-0.069412315	-0.96992408	-0.97418645	-0.987601204	-0.935308634	-0.91325033	-0.935308634	-0.91325033	-0.97314749	-0.96295452	-0.924253349	-0.93247076	-0.97843819	-0.96902911	-0.95353856	-0.951816664	-0.94426951	-0.940125298	-0.931236757	-0.9311465	-3.07E-01	0.005397544	0.192435787	-0.973110596	-0.975877437	-0.96211114	-0.975959911	-0.979170882	-0.968699223	0.1649843	6.67E-03	0.12024874	-0.95790389	-0.95741116	-0.96746124	-0.9678464	-0.95031647	-0.97067197	-0.105590904	-0.199880206	0.213568382	-0.932279646	-0.917257979	0.048498846	-0.961792852	-0.96379109	0.350822601	-0.944528951	-0.93678697	-0.062056375	-0.96840395	-0.97179328	0.219371246
49	9	WALKING	0.2785028	-0.018089197	-0.11082051	-0.238353563	-0.201696961	-0.05796365	0.9518671	-0.031434174	-0.115856121	-0.980972	-0.9712424	-0.955524	0.07043573	2.12E-02	4.15E-03	-0.206733788	-0.276929934	-0.40976453	-0.08083606	-0.062559871	0.11162978	-0.4761635	-0.467054168	-0.26568352	-0.08092041	-0.03562834	-0.063340662	-0.52698531	-0.54920023	-0.457881494	-0.09808405	-0.37942877	-0.09808405	-0.37942877	-0.20373362	-0.31711349	-0.294542267	-0.48972581	-0.510254	-0.59986647	-0.29471116	-0.257677616	-0.25080626	-0.218019977	-0.223972559	-0.03379653	-3.11E-01	0.021319502	0.023783176	-0.314265401	-0.367706595	-0.39954125	-0.17022834	-0.228380473	-0.419104363	-0.37829149	-3.89E-01	-0.366570478	-0.38367612	-0.43690586	-0.24022251	-0.5074045	-0.49099034	-0.34236722	-0.200624504	0.016481583	-0.152103721	-0.318801023	-0.513891953	0.161672989	-0.316870716	-0.32233754	0.159239939	-0.51379748	-0.56271453	0.127416241	-0.60258162	-0.62435192	0.243222182
50	9	WALKING_UPSTAIRS	0.2624365	-0.01951011	-0.125219	-0.361444378	-0.302206204	-0.25343408	0.9026478	-0.037794782	-0.266009867	-0.9543836	-0.9013173	-0.8940711	0.06922662	1.27E-03	7.66E-03	-0.335291645	-0.586147012	-0.647296	-0.16396719	-0.041258791	0.145694626	-0.3439766	-0.400859068	-0.13817648	-0.06846896	-0.03027975	-0.023632791	-0.66041953	-0.70860477	-0.657114201	-0.260727581	-0.40022204	-0.260727581	-0.40022204	-0.44066754	-0.4454854	-0.083323449	-0.42583976	-0.67284056	-0.74865126	-0.34273595	-0.405022798	-0.38471042	-0.369815777	-0.297641063	-0.24408181	-3.41E-01	-0.247086152	-0.215203993	-0.40204475	-0.608498592	-0.61512571	-0.32742199	-0.590112917	-0.677831083	-0.42721109	-5.29E-01	-0.547022216	-0.31394163	-0.4991592	-0.32769867	-0.3616264	-0.35203309	-0.16555455	-0.284881769	-0.41494634	-0.507490867	-0.372890349	-0.509929461	-0.001954275	-0.419533109	-0.48493575	0.025759746	-0.531482694	-0.45684133	-0.259962958	-0.73415945	-0.78778159	0.13600115
51	9	WALKING_DOWNSTAIRS	0.2959234	-0.020399427	-0.09102788	0.213392271	-0.208310706	-0.0077153	0.9384178	-0.035230465	-0.082276175	-0.9521412	-0.9363066	-0.8766413	0.13019304	-2.07E-02	2.63E-03	0.017623342	-0.309442473	-0.35951336	-0.091638301	-0.071259884	0.116804401	-0.3964292	-0.340765233	-0.27968515	-0.0945912	-0.05976083	-0.06780806	-0.50966931	-0.44860245	-0.417239551	0.145886358	0.26512013	0.145886358	0.26512013	-0.16237609	0.03990782	-0.168921401	-0.32233146	-0.46902843	-0.45585543	0.10312851	-0.183120455	-0.10370582	0.250488759	-0.273561385	-0.03494949	-4.41E-01	0.062505824	-0.04242666	-0.064535434	-0.313643042	-0.29367779	0.009382243	-0.355981821	-0.425377408	-0.43402213	-2.32E-01	-0.330318262	-0.32504289	-0.3125122	-0.25068659	-0.4235588	-0.36428257	-0.35656147	-0.165224232	-0.003516971	-0.115191993	0.222203941	0.088867167	-0.04982739	0.007168779	0.07055261	-0.08245046	-0.347540227	-0.42417074	0.06567822	-0.46317205	-0.48515891	0.132021015
52	9	SITTING	0.2483267	-0.027016777	-0.07537847	-0.957227791	-0.875141405	-0.83200187	0.9163245	-0.041425823	0.085263099	-0.9552804	-0.946452	-0.8858541	0.07700501	9.82E-03	-8.67E-03	-0.964535856	-0.956777545	-0.96188944	-0.042328877	-0.041427118	0.080791929	-0.95902	-0.919188226	-0.93017683	-0.09307081	-0.04666344	-0.05284149	-0.96453235	-0.97192745	-0.968738891	-0.893361718	-0.86375643	-0.893361718	-0.86375643	-0.96438376	-0.95178024	-0.903235537	-0.90660632	-0.97336414	-0.96636107	-0.95941359	-0.911683219	-0.89220134	-0.956903459	-0.867613607	-0.81800183	-1.09E-01	-0.120093396	-0.131748874	-0.96559624	-0.958007391	-0.95752698	-0.966660404	-0.958522987	-0.964941342	0.02039799	-2.72E-01	-0.267665735	-0.95031524	-0.93969301	-0.94031231	-0.961836	-0.91058336	-0.93418748	-0.128144115	-0.359739582	-0.173242153	-0.897718197	-0.869172511	-0.080613444	-0.953050441	-0.94939498	0.09747002	-0.934437738	-0.90647123	-0.195970052	-0.96831559	-0.96599701	0.031534866
